timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 10-- 2021 11:46:49 AM,81106.2,80453,82297,80265;82110;80453;82297;80406;,0.267927594,0.268,0.411,0.41130970144456197;0.12454548602039878;,325681105.5,3.26E+08,325681366,325681366;325680845;,52,52,52,52.0;52.0;,0.545227969,0.545,0.552,0.5382448829074369;0.5522110545985474;,44,44,44,44.0;44.0;,0,0,0,0;0;,0.74,0.74,1.133,0.3466666666666667;1.1333333333333333;,0.271828758,0.272,0.417,0.41735877883727435;0.12629873742883257;
Jan 10-- 2021 11:50:21 AM,83025,83409,84519,83409;84519;83190;84144;79863;,0.117200733,0.117,0.117,0.11720073332439984;,325685013,3.26E+08,325685013,325685013;,52,52,52,52.0;,0.760302366,0.76,0.76,0.7603023657175687;,45,45,45,45.0;,0,0,0,0;,0.626666667,0.627,0.627,0.6266666666666667;,0.118889865,0.119,0.119,0.11888986502138332;
Jan 10-- 2021 11:54:04 AM,92033.8,92058,93668,91309;93668;92621;92058;90513;,0.118983795,0.119,0.119,0.1189837953151473;,326017366,3.26E+08,326017366,326017366;,52,52,52,52.0;,0.485861623,0.486,0.486,0.4858616227733489;,46,46,46,46.0;,0,0,0,0;,5,5,5,5.0;,0.120449489,0.12,0.12,0.12044948934926915;
Jan 10-- 2021 11:57:34 AM,92229.2,92581,93799,92065;92747;93799;92581;89954;,0.127844057,0.128,0.128,0.12784405704806479;,326021013,3.26E+08,326021013,326021013;,52,52,52,52.0;,0.508888763,0.509,0.509,0.5088887626221752;,47,47,47,47.0;,0,0,0,0;,0.733333333,0.733,0.733,0.7333333333333333;,0.129452509,0.129,0.129,0.1294525094523955;
Jan 10-- 2021 12:01:13 PM,78858.4,95419,96256,94238;95419;95795;96256;12584;,0.182878551,0.163,0.367,0.019130957744432582;0.3666809066842838;0.16282378949335083;,326024312.7,3.26E+08,326025181,326025181;326024139;326023618;,52,52,52,52.0;52.0;52.0;,0.491219797,0.51,0.546,0.417829595388654;0.5460158653802362;0.5098139296722178;,48.33333333,48,49,48.0;48.0;49.0;,0,0,0,0;0;0;,1.097777778,0.653,2.64,0.0;0.6533333333333333;2.64;,0.18345304,0.164,0.366,0.02014128220727507;0.3657411343839415;0.16447670285273788;
Jan 10-- 2021 12:04:42 PM,79853,79786,81584,80162;78837;81584;78896;79786;,0.302857766,0.303,0.472,0.4720348257937617;0.1336807065109197;,326030980.5,3.26E+08,326031241,326031241;326030720;,52,52,52,52.0;52.0;,0.603265912,0.603,0.696,0.5105251057443075;0.6960067187281295;,49.5,49.5,50,49.0;50.0;,0,0,0,0;0;,3.24,3.24,4.853,1.6266666666666665;4.8533333333333335;,0.310178558,0.31,0.485,0.4852053801895593;0.13515173561892269;
Jan 10-- 2021 12:08:24 PM,92826.4,93128,93910,93128;93681;93910;92821;90592;,0.28683162,0.287,0.459,0.45888519695401603;0.1147780429823086;,326200022.5,3.26E+08,326200804,326200804;326199241;,52,52,52,52.0;52.0;,0.368104337,0.368,0.395,0.34165371168308184;0.39455496250252703;,50,50,50,50.0;50.0;,0,0,0,0;0;,1.533333333,1.533,2.72,0.3466666666666667;2.7199999999999998;,0.287367336,0.287,0.459,0.4587027596831804;0.11603191220264364;
Jan 10-- 2021 12:12:11 PM,60949.8,91414,95698,12640;13529;91468;91414;95698;,0.242667865,0.243,0.373,0.37271461255465804;0.11262111725791205;,326203148.5,3.26E+08,326203409,326203409;326202888;,52,52,52,52.0;52.0;,0.435891203,0.436,0.48,0.3913550916597295;0.4804273147209018;,51,51,51,51.0;51.0;,0,0,0,0;0;,1.88,1.88,3.08,0.6799999999999999;3.08;,0.244777931,0.245,0.376,0.3756900349966566;0.11386582783305677;
Jan 10-- 2021 12:15:50 PM,85549,85520,86568,86568;86334;85068;85520;84255;,0.30535748,0.241,0.567,0.5672267147066681;0.24096197882140832;0.10788374714662612;,326207056,3.26E+08,326207577,326207577;326207056;326206535;,52,52,52,52.0;52.0;52.0;,0.560233905,0.608,0.655,0.6083236296606078;0.6552255557943707;0.4171525302255081;,52,52,52,52.0;52.0;52.0;,0,0,0,0;0;0;,0.822222222,0.76,1,0.76;0.7066666666666667;1.0;,0.306226428,0.241,0.569,0.5685412280513213;0.24096976671256384;0.10916828890352404;
Jan 10-- 2021 12:19:27 PM,58341.6,84600,90616,13266;13751;89475;90616;84600;,0.361122822,0.394,0.536,0.5358261639492711;0.4222806011121296;0.36541957181560764;0.12096494912864589;,326211875.3,3.26E+08,326212787,326212787;326212266;326211745;326210703;,52,52,52,52.0;52.0;52.0;52.0;,0.624380926,0.631,0.714,0.6883189632407112;0.5744164110144504;0.521268830559215;0.7135194988028267;,53.75,53.5,55,53.0;53.0;54.0;55.0;,2.75,0.5,10,0;1;10;0;,1.523333333,1.447,3.067,0.13333333333333333;0.18666666666666668;2.7066666666666666;3.0666666666666664;,0.362298394,0.398,0.532,0.5316482757508836;0.4260552266452705;0.36920126070619574;0.12228881410516479;
Jan 10-- 2021 12:22:56 PM,84037.2,84081,84815,82894;84081;84815;84534;83862;,0.22354737,0.224,0.329,0.328944265957239;0.11815047368529291;,326215652.5,3.26E+08,326215913,326215913;326215392;,52,52,52,52.0;52.0;,0.672820931,0.673,0.69,0.6559579244611188;0.6896839372379896;,54.5,54.5,55,54.0;55.0;,0,0,0,0;0;,0.94,0.94,1.147,0.7333333333333333;1.1466666666666667;,0.224983164,0.225,0.33,0.33026949135300787;0.11969683601809866;
Jan 10-- 2021 12:26:36 PM,57568.4,83730,88843,13516;13922;87831;83730;88843;,0.203479564,0.203,0.276,0.27643831023737353;0.13052081815214264;,326549047.5,3.27E+08,326549308,326549308;326548787;,52,52,52,52.0;52.0;,0.316281813,0.316,0.368,0.3683860655270802;0.26417756048436397;,55.5,55.5,56,55.0;56.0;,0,0,0,0;0;,3.68,3.68,4.373,2.986666666666667;4.373333333333333;,0.202201153,0.202,0.273,0.2727143286599676;0.1316879769367253;
Jan 10-- 2021 12:30:17 PM,76619.4,88831,95617,16579;95617;95332;86738;88831;,0.275911954,0.276,0.421,0.420539404233435;0.13128450447565193;,326553736.5,3.27E+08,326553997,326553997;326553476;,52,52,52,52.0;52.0;,0.406710641,0.407,0.424,0.3897807255677909;0.4236405570816861;,56,56,56,56.0;56.0;,0,0,0,0;0;,0.206666667,0.207,0.347,0.06666666666666667;0.3466666666666667;,0.279867067,0.28,0.427,0.4271664683778956;0.13256766479491355;
Jan 10-- 2021 12:33:57 PM,12288,12345,13984,12063;12345;13657;13984;9391;,0.11839697,0.118,0.118,0.11839696985611056;,326556602,3.27E+08,326556602,326556602;,52,52,52,52.0;,0.489491025,0.489,0.489,0.4894910246721322;,57,57,57,57.0;,0,0,0,0;,0.8,0.8,0.8,0.8;,0.120163302,0.12,0.12,0.12016330234335604;
Jan 10-- 2021 12:37:37 PM,15132.2,14939,16302,15924;14939;14036;16302;14460;,0.295772078,0.296,0.48,0.47999330277132296;0.1115508524957144;,326559467.5,3.27E+08,326559728,326559728;326559207;,52,52,52,52.0;52.0;,0.575825728,0.576,0.576,0.5760916261491266;0.5755598293714124;,59,59,59,59.0;59.0;,11,11,22,0;22;,1.44,1.44,2.773,0.10666666666666667;2.7733333333333334;,0.29744247,0.297,0.482,0.48228621399304117;0.11259872621501564;
Jan 10-- 2021 12:41:20 PM,15129.4,14853,16582,13862;14853;14175;16175;16582;,0.118752907,0.119,0.119,0.11875290713919913;,326727728,3.27E+08,326727728,326727728;,52,52,52,52.0;,0.149768845,0.15,0.15,0.14976884503633586;,60,60,60,60.0;,0,0,0,0;,2.92,2.92,2.92,2.92;,0.120022301,0.12,0.12,0.12002230126621083;
Jan 10-- 2021 12:45:00 PM,26892.4,13994,79720,12883;13539;13994;14326;79720;,0.229020496,0.229,0.344,0.3438833895426405;0.11415760288399067;,326731114.5,3.27E+08,326731375,326731375;326730854;,52,52,52,52.0;52.0;,0.410063494,0.41,0.498,0.3216433298633148;0.4984836586559706;,61,61,61,61.0;61.0;,0,0,0,0;0;,2.72,2.72,2.8,2.8000000000000003;2.64;,0.229504969,0.23,0.344,0.34379739676645893;0.11521254034409001;
Jan 10-- 2021 12:48:43 PM,26428.4,13231,80035,13231;12251;11984;14641;80035;,0.376943954,0.377,0.639,0.6390245811942442;0.11486332622893465;,326735282.5,3.27E+08,326735543,326735543;326735022;,52,52,52,52.0;52.0;,0.444992238,0.445,0.518,0.3718361996687094;0.5181482754499344;,61.5,61.5,62,62.0;61.0;,0,0,0,0;0;,2.213333333,2.213,3.347,3.3466666666666667;1.08;,0.375608465,0.376,0.635,0.6348430964604319;0.11637383286117566;
Jan 10-- 2021 1:10:27 PM,12100.2,11705,14045,14045;11875;11705;11188;11688;,0.052002944,0.058,0.099,0.0858527455336629;0.011027220850520901;0.05800158283999507;0.09870337077094961;0.006429798268775705;,326739190,3.27E+08,326740232,326740232;326739711;326739190;326738669;326738148;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.516493975,0.505,0.697,0.5147785670980317;0.4349570654839343;0.4301990590515811;0.6971986885925274;0.5053364924910464;,2,2,2,2.0;2.0;2.0;2.0;2.0;,0,0,0,0;0;0;0;0;,2.432,2,6.027,2.0;0.013333333333333334;0.04;4.08;6.026666666666667;,0.050695741,0.057,0.096,0.08105769035876165;0.011225816687150392;0.057452161041142036;0.09636977301245608;0.0073732639710102355;
Jan 10-- 2021 1:12:09 PM,12899,14958,16036,14958;15485;16036;11172;6844;,0.034227684,0.024,0.082,0.00995565015375984;0.03728358535933331;0.08198803261731591;0.007683467010803795;,326744790.8,3.27E+08,326745963,326745963;326745442;326744400;326743358;,52,52,52,52.0;52.0;52.0;52.0;,0.571088982,0.574,0.672,0.6716555428203667;0.6672411560500389;0.464394018205744;0.48106521180379097;,3,3,3,3.0;3.0;3.0;3.0;,0,0,0,0;0;0;0;,0.52,0.027,2.013,0.013333333333333334;0.013333333333333334;2.013333333333333;0.04;,0.035356701,0.025,0.083,0.009965887216957903;0.03942403649751269;0.08322472618819476;0.008812155971705815;
Jan 10-- 2021 1:14:00 PM,11650.2,12172,12704,12704;11328;12172;12234;9813;,0.060149152,0.059,0.117,0.06479705588268006;0.05299075383959925;0.11660407423893972;0.006204724125069142;,326748958.8,3.27E+08,326750131,326750131;326749089;326748568;326748047;,52,52,52,52.0;52.0;52.0;52.0;,0.526451933,0.531,0.626,0.4188760121273528;0.5581063860933091;0.5033092916498125;0.6255160408434279;,4,4,4,4.0;4.0;4.0;4.0;,0,0,0,0;0;0;0;,2.55,2.08,6.013,0.05333333333333334;0.02666666666666667;4.1066666666666665;6.013333333333333;,0.05975872,0.055,0.123,0.06830638591790184;0.04103831529891833;0.1227450628989315;0.006945117139536383;
Jan 10-- 2021 1:15:40 PM,12166,11813,13328,12563;11610;13328;11813;11516;,0.064367847,0.049,0.117,0.048833480930166526;0.1001400240380528;0.11657670264370537;0.04916617935771884;0.0071228486565791446;,326753778,3.27E+08,326754820,326754820;326754299;326753778;326753257;326752736;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.548581669,0.516,0.696,0.48487982836774846;0.4193712328408466;0.5160458939551781;0.696304996108845;0.6263063930700302;,5,5,5,5.0;5.0;5.0;5.0;5.0;,0,0,0,0;0;0;0;0;,1.226666667,0.267,4.013,0.26666666666666666;4.013333333333334;1.8266666666666667;0.013333333333333334;0.013333333333333334;,0.063555017,0.054,0.112,0.04065833026848109;0.102827157736472;0.11222354921821609;0.054370504664110975;0.0076955434165469905;
Jan 10-- 2021 1:17:20 PM,11203.8,11579,12079,11579;12079;11423;11985;8953;,0.064193961,0.067,0.115,0.029448122397139356;0.11512685690209815;0.10449939273312894;0.007701472719321511;,326758857.8,3.27E+08,326760030,326760030;326758988;326758467;326757946;,52,52,52,52.0;52.0;52.0;52.0;,0.553032103,0.554,0.671,0.5862883172806727;0.5214950080120444;0.6712118769773744;0.4331332096214458;,6,6,6,6.0;6.0;6.0;6.0;,0,0,0,0;0;0;0;,1.53,1.053,4.013,0.0;0.09333333333333334;2.013333333333333;4.013333333333334;,0.067659994,0.071,0.12,0.028211960894401256;0.11402375340559257;0.11983502551160698;0.008569237039316113;
Jan 10-- 2021 1:19:15 PM,11684.8,12000,12516,12485;12000;12516;10469;10954;,0.04909411,0.048,0.09,0.09020316413680517;0.047674749998927464;0.009404415099962739;,326763156,3.27E+08,326763677,326763677;326763156;326762635;,52,52,52,52.0;52.0;52.0;,0.546461629,0.503,0.674,0.6738419746512294;0.5031502316247827;0.46239267935056616;,7.333333333,7,8,7.0;8.0;7.0;,0,0,0,0;0;0;,2.262222222,2.347,2.4,2.04;2.4;2.3466666666666667;,0.0481691,0.042,0.092,0.09179004390202328;0.04217091334770585;0.010546341420256344;
Jan 10-- 2021 1:21:11 PM,11347.2,11970,12219,12188;11329;12219;11970;9030;,0.039368819,0.046,0.063,0.06324391260778404;0.04604777668914402;0.008814769023944128;,326767497.7,3.27E+08,326768366,326768366;326767324;326766803;,52,52,52,52.0;52.0;52.0;,0.572403745,0.576,0.63,0.5118458613129617;0.6297554274125703;0.5756099464221238;,8.333333333,8,9,8.0;8.0;9.0;,0,0,0,0;0;0;,2.04,0.053,6.053,0.05333333333333334;0.013333333333333334;6.053333333333334;,0.041036527,0.048,0.066,0.06566070259673906;0.047797739556216905;0.00965113823225383;
Jan 10-- 2021 1:23:11 PM,11788,12422,13001,13001;12422;12891;11282;9344;,0.048908201,0.039,0.097,0.03084903834500434;0.09708078064262862;0.06971806022166814;0.038791593875629596;0.008101530354504642;,326772325.6,3.27E+08,326774097,326774097;326773055;326772013;326771492;326770971;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.658202203,0.652,0.716,0.6954265055283552;0.6516631521429664;0.7162216117938276;0.6272981365460581;0.6004016078331004;,9,9,9,9.0;9.0;9.0;9.0;9.0;,0,0,0,0;0;0;0;0;,1.634666667,2.027,4.04,0.013333333333333334;2.0666666666666664;2.0266666666666664;0.02666666666666667;4.04;,0.049052928,0.042,0.102,0.024311403569237333;0.10161833392580831;0.06863824402313001;0.04170394031195035;0.008992716945066204;
Jan 10-- 2021 1:25:09 PM,12322.2,12234,13908,13908;11719;12234;12703;11047;,0.055546469,0.073,0.108,0.07290283008337752;0.010710663429117777;0.07882296095981671;0.10831345972800474;0.006982432627364377;,326777327.2,3.27E+08,326778786,326778786;326777744;326777223;326776702;326776181;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.647882678,0.685,0.694,0.5542781916978874;0.6875529300669311;0.6849482634911278;0.6183270210056621;0.694306982642362;,10,10,10,10.0;10.0;10.0;10.0;10.0;,0,0,0,0;0;0;0;0;,1.626666667,0.053,4.013,0.05333333333333334;0.02666666666666667;0.02666666666666667;4.013333333333334;4.013333333333334;,0.057315297,0.076,0.107,0.07609684438866249;0.011048697679294617;0.08488562418891965;0.10680270687260673;0.007742612172977559;
Jan 10-- 2021 1:27:11 PM,12413,12579,14906,12579;14906;12548;12985;9047;,0.063415486,0.07,0.098,0.08817347563968694;0.07040658772995391;0.053227677711095496;0.098489043807725;0.006780645901094161;,326782641.4,3.27E+08,326783996,326783996;326783475;326782433;326781912;326781391;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.546783167,0.519,0.705,0.4386317644423876;0.6517178124399962;0.4190013720253096;0.7052075003710554;0.5193573843570142;,11,11,11,11.0;11.0;11.0;11.0;11.0;,0,0,0,0;0;0;0;0;,0.837333333,0.04,2.107,0.013333333333333334;0.013333333333333334;0.04;2.106666666666667;2.013333333333333;,0.062800851,0.069,0.098,0.09589285234200882;0.06881611714586378;0.043422533593660335;0.0978403587212392;0.008032393204986832;
Jan 10-- 2021 1:29:10 PM,12048.4,12578,13031,12656;12578;13031;10711;11266;,0.057858158,0.033,0.137,0.03255671663643243;0.08916702872443308;0.02144290656299782;0.13748028422739952;0.00864385289773308;,326787643,3.27E+08,326788685,326788685;326788164;326787643;326787122;326786601;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.533363871,0.577,0.632,0.6319916817018328;0.6165541936175412;0.4261916446017081;0.4149037634612215;0.5771780725630354;,12,12,12,12.0;12.0;12.0;12.0;12.0;,0,0,0,0;0;0;0;0;,2.461333333,2.08,4.027,2.04;2.013333333333333;2.1466666666666665;2.08;4.026666666666666;,0.061035891,0.036,0.149,0.035959469417082834;0.08975323258616275;0.02077393362309965;0.14934071934612003;0.009352097679728;
Jan 10-- 2021 1:31:08 PM,12267.4,12508,13615,12681;12011;13615;12508;10522;,0.066728391,0.073,0.111,0.037603716924620556;0.10855494153353629;0.11121029768959786;0.009544608905670557;,326792722.8,3.27E+08,326793895,326793895;326792853;326792332;326791811;,52,52,52,52.0;52.0;52.0;52.0;,0.550900597,0.537,0.663,0.5871006669426844;0.4679093340098766;0.6626441236838341;0.4859482643241369;,13,13,13,13.0;13.0;13.0;13.0;,0,0,0,0;0;0;0;,3.023333333,3.013,6.027,0.04;2.013333333333333;4.013333333333334;6.026666666666667;,0.068871429,0.074,0.118,0.03722547749070826;0.11034853469056183;0.1176341416269463;0.010277561301920812;
Jan 10-- 2021 1:33:07 PM,12159.6,12624,13079,11625;12813;12624;13079;10657;,0.05184663,0.04,0.13,0.035731705386727465;0.016025387249252177;0.04390403173416195;0.12986274915305843;0.07593166732370754;0.00962423957193358;,326797889.3,3.27E+08,326799626,326799626;326798584;326798063;326797542;326797021;326796500;,52,52,52,52.0;52.0;52.0;52.0;52.0;52.0;,0.512490331,0.513,0.603,0.5598295356311187;0.5197560491979741;0.5056606094171879;0.46124286237862133;0.6026200361575508;0.4258328957095618;,14.16666667,14,15,15.0;14.0;14.0;14.0;14.0;14.0;,0,0,0,0;0;0;0;0;0;,2.022222222,1.013,6.08,0.0;0.013333333333333334;0.013333333333333334;4.013333333333334;6.08;2.013333333333333;,0.051434554,0.038,0.127,0.04223495033762747;0.016041263920907767;0.034111301848437026;0.12678490527277297;0.07862023041419575;0.010814674861997275;
Jan 10-- 2021 1:35:05 PM,12943.6,13609,14578,14063;14578;13031;13609;9437;,0.039678694,0.037,0.094,0.03347644776186647;0.012323941440190838;0.09417830367700254;0.04691703390901977;0.04096148080390601;0.010214953757597338;,326803794,3.27E+08,326805357,326805357;326804836;326804315;326803273;326802752;326802231;,52,52,52,52.0;52.0;52.0;52.0;52.0;52.0;,0.490118802,0.502,0.536,0.515635151888309;0.5034254311665125;0.5003291727739346;0.5361254364490333;0.46544568774122813;0.4197519311985836;,15,15,15,15.0;15.0;15.0;15.0;15.0;15.0;,0,0,0,0;0;0;0;0;0;,1.071111111,0.087,4.093,0.04;0.013333333333333334;0.06666666666666667;2.106666666666667;0.10666666666666667;4.093333333333334;,0.039235017,0.035,0.093,0.02599476138100265;0.012324144257055636;0.09327603098212667;0.047584231664833165;0.04477824668063368;0.011452684619327358;
Jan 10-- 2021 1:37:08 PM,12391.8,12316,13157,12828;12316;11422;13157;12236;,0.06552885,0.071,0.127,0.01623364614695006;0.1272983153298409;0.09965221622592009;0.04471351106048127;0.09661277329737754;0.00866263688076723;,326809264.5,3.27E+08,326810567,326810567;326810046;326809525;326809004;326808483;326807962;,52,52,52,52.0;52.0;52.0;52.0;52.0;52.0;,0.550267174,0.507,0.691,0.49556908681104195;0.4871044488618124;0.6910779223701872;0.5181258181308178;0.4542301362356332;0.6554956310017591;,16.16666667,16,17,16.0;17.0;16.0;16.0;16.0;16.0;,0,0,0,0;0;0;0;0;0;,1.042222222,1.04,2.027,0.06666666666666667;0.06666666666666667;2.013333333333333;2.013333333333333;0.06666666666666667;2.0266666666666664;,0.065254361,0.07,0.125,0.011517923661334861;0.12502741877587276;0.10559064975803946;0.043130814248591554;0.09654001186776684;0.009719348038197406;
Jan 10-- 2021 1:39:07 PM,12854,13612,14532,14141;14532;13612;12094;9891;,0.049123402,0.04,0.103,0.009058137369154699;0.083579333062005;0.10289443149475658;0.03983380353112532;0.010251304363953702;,326814943.4,3.27E+08,326816298,326816298;326815777;326814735;326814214;326813693;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.516220194,0.516,0.618,0.5187096329355017;0.5160875191337628;0.6176067078894595;0.48152258270742415;0.4471745275417059;,17,17,17,17.0;17.0;17.0;17.0;17.0;,0,0,0,0;0;0;0;0;,0.842666667,0.04,2.093,0.04;0.04;2.013333333333333;0.02666666666666667;2.0933333333333337;,0.050132855,0.047,0.098,0.009039748625644273;0.08514516701901187;0.09816057101654552;0.04717537874566746;0.01114340981554307;
Jan 10-- 2021 1:41:08 PM,11256.8,11766,14000,11766;14000;10908;13516;6094;,0.044427175,0.038,0.112,0.042139687467805276;0.019171136630793374;0.03788610334092389;0.11192382027501341;0.01101512655280179;,326820361.8,3.27E+08,326821508,326821508;326820987;326820466;326819945;326818903;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.253380371,0.281,0.31,0.3101884136197604;0.2920610670294139;0.2814615230154284;0.24147011818034456;0.14172073464712523;,18.2,18,19,18.0;18.0;19.0;18.0;18.0;,0,0,0,0;0;0;0;0;,1.221333333,0.04,4.013,0.04;0.013333333333333334;0.02666666666666667;2.013333333333333;4.013333333333334;,0.046296089,0.037,0.111,0.04834534640306421;0.023641416259633896;0.03657389378827658;0.11095423093259192;0.01196555792496623;
Jan 10-- 2021 1:43:07 PM,12260,12251,12719,12719;12453;12251;11626;12251;,0.055255445,0.05,0.125,0.049937978742561014;0.12543517235251664;0.06598771843718254;0.025083322113842055;0.009833035374006502;,326825155,3.27E+08,326826197,326826197;326825676;326825155;326824634;326824113;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.235793662,0.278,0.308,0.3079537574880816;0.28709483780884393;0.05083094347873932;0.2781544627538642;0.2549343091519145;,19,19,19,19.0;19.0;19.0;19.0;19.0;,0,0,0,0;0;0;0;0;,2.026666667,2.013,4.04,2.0533333333333332;2.013333333333333;2.013333333333333;0.013333333333333334;4.04;,0.057040541,0.053,0.122,0.052961880303356246;0.12195380749386352;0.07795532524454696;0.02175047323421797;0.010581217985126679;
Jan 10-- 2021 1:45:13 PM,11359.8,12251,13001,12251;13001;11594;7484;12469;,0.072138362,0.08,0.137,0.020628576830193743;0.10601910791146135;0.07443177434578395;0.13721321526356012;0.08479190483770603;0.009745592052546107;,326830625.5,3.27E+08,326831928,326831928;326831407;326830886;326830365;326829844;326829323;,52,52,52,52.0;52.0;52.0;52.0;52.0;52.0;,0.198494604,0.195,0.315,0.10851957578460192;0.09677808355301033;0.3149899384071087;0.19678689364729257;0.2797222818479371;0.19417085156773028;,20,20,20,20.0;20.0;20.0;20.0;20.0;20.0;,0,0,0,0;0;0;0;0;0;,0.495555556,0.04,2.64,0.013333333333333334;0.2533333333333333;0.0;2.64;0.0;0.06666666666666667;,0.072447684,0.083,0.135,0.0198974722455596;0.10413860600038072;0.07795738815066178;0.13485904952467187;0.08724010449874055;0.010593483363322331;
